sample,time_h,half_cycle,current_mA_cm2,fraction_of_half_cycle,voltage_mV
B,158.755102,159,1.0,0.755102,55.6007
B,158.77551,159,1.0,0.77551,55.75953
B,158.795918,159,1.0,0.795918,55.93135
B,158.816327,159,1.0,0.816327,56.11687
B,158.836735,159,1.0,0.836735,56.31681
B,158.857143,159,1.0,0.857143,56.5319
B,158.877551,159,1.0,0.877551,56.76291
B,158.897959,159,1.0,0.897959,57.01058
B,158.918367,159,1.0,0.918367,57.27573
B,158.938776,159,1.0,0.938776,57.55914
B,158.959184,159,1.0,0.959184,57.86165
B,158.979592,159,1.0,0.979592,58.18408
B,159.0,159,1.0,1.0,58.52731
B,159.0,160,-1.0,0.0,-44.92855
B,159.020408,160,-1.0,0.020408,-47.00055
B,159.040816,160,-1.0,0.040816,-48.60602
B,159.061224,160,-1.0,0.061224,-49.85004
B,159.081633,160,-1.0,0.081633,-50.81405
B,159.102041,160,-1.0,0.102041,-51.56117
B,159.122449,160,-1.0,0.122449,-52.14036
B,159.142857,160,-1.0,0.142857,-52.58958
B,159.163265,160,-1.0,0.163265,-52.93828
B,159.183673,160,-1.0,0.183673,-53.20933
B,159.204082,160,-1.0,0.204082,-53.4205
B,159.22449,160,-1.0,0.22449,-53.58561
B,159.244898,160,-1.0,0.244898,-53.71542
B,159.265306,160,-1.0,0.265306,-53.81833
B,159.285714,160,-1.0,0.285714,-53.90091
B,159.306122,160,-1.0,0.306122,-53.96834
B,159.326531,160,-1.0,0.326531,-54.02468
B,159.346939,160,-1.0,0.346939,-54.07316
B,159.367347,160,-1.0,0.367347,-54.11638
B,159.387755,160,-1.0,0.387755,-54.15642
B,159.408163,160,-1.0,0.408163,-54.19498
B,159.428571,160,-1.0,0.428571,-54.23349
B,159.44898,160,-1.0,0.44898,-54.27314
B,159.469388,160,-1.0,0.469388,-54.31495
B,159.489796,160,-1.0,0.489796,-54.35983
B,159.510204,160,-1.0,0.510204,-54.40858
B,159.530612,160,-1.0,0.530612,-54.46194
B,159.55102,160,-1.0,0.55102,-54.52061
B,159.571429,160,-1.0,0.571429,-54.58523
B,159.591837,160,-1.0,0.591837,-54.65645
B,159.612245,160,-1.0,0.612245,-54.73488
B,159.632653,160,-1.0,0.632653,-54.82114
B,159.653061,160,-1.0,0.653061,-54.91584
B,159.673469,160,-1.0,0.673469,-55.0196
B,159.693878,160,-1.0,0.693878,-55.13305
B,159.714286,160,-1.0,0.714286,-55.25682
B,159.734694,160,-1.0,0.734694,-55.39155
B,159.755102,160,-1.0,0.755102,-55.5379
B,159.77551,160,-1.0,0.77551,-55.69655
B,159.795918,160,-1.0,0.795918,-55.86818
B,159.816327,160,-1.0,0.816327,-56.05349
B,159.836735,160,-1.0,0.836735,-56.2532
B,159.857143,160,-1.0,0.857143,-56.46805
B,159.877551,160,-1.0,0.877551,-56.69879
B,159.897959,160,-1.0,0.897959,-56.94619
B,159.918367,160,-1.0,0.918367,-57.21104
B,159.938776,160,-1.0,0.938776,-57.49413
B,159.959184,160,-1.0,0.959184,-57.79629
B,159.979592,160,-1.0,0.979592,-58.11837
B,160.0,160,-1.0,1.0,-58.46121
B,160.0,161,1.0,0.0,45.10645
B,160.020408,161,1.0,0.020408,47.18665
B,160.040816,161,1.0,0.040816,48.79848
B,160.061224,161,1.0,0.061224,50.04743
B,160.081633,161,1.0,0.081633,51.01525
B,160.102041,161,1.0,0.102041,51.76534
B,160.122449,161,1.0,0.122449,52.34682
B,160.142857,161,1.0,0.142857,52.79781
B,160.163265,161,1.0,0.163265,53.1479
B,160.183673,161,1.0,0.183673,53.42002
B,160.204082,161,1.0,0.204082,53.63203
B,160.22449,161,1.0,0.22449,53.79779
B,160.244898,161,1.0,0.244898,53.92811
B,160.265306,161,1.0,0.265306,54.03143
B,160.285714,161,1.0,0.285714,54.11434
B,160.306122,161,1.0,0.306122,54.18203
B,160.326531,161,1.0,0.326531,54.2386
B,160.346939,161,1.0,0.346939,54.28727
B,160.367347,161,1.0,0.367347,54.33066
B,160.387755,161,1.0,0.387755,54.37086
B,160.408163,161,1.0,0.408163,54.40957
B,160.428571,161,1.0,0.428571,54.44823
B,160.44898,161,1.0,0.44898,54.48804
B,160.469388,161,1.0,0.469388,54.53002
B,160.489796,161,1.0,0.489796,54.57507
B,160.510204,161,1.0,0.510204,54.62402
B,160.530612,161,1.0,0.530612,54.67759
B,160.55102,161,1.0,0.55102,54.73649
B,160.571429,161,1.0,0.571429,54.80137
B,160.591837,161,1.0,0.591837,54.87287
B,160.612245,161,1.0,0.612245,54.95161
B,160.632653,161,1.0,0.632653,55.03821
B,160.653061,161,1.0,0.653061,55.13329
B,160.673469,161,1.0,0.673469,55.23746
B,160.693878,161,1.0,0.693878,55.35136
B,160.714286,161,1.0,0.714286,55.47561
B,160.734694,161,1.0,0.734694,55.61088
B,160.755102,161,1.0,0.755102,55.75781
B,160.77551,161,1.0,0.77551,55.91709
B,160.795918,161,1.0,0.795918,56.08939
B,160.816327,161,1.0,0.816327,56.27544
B,160.836735,161,1.0,0.836735,56.47594
B,160.857143,161,1.0,0.857143,56.69164
B,160.877551,161,1.0,0.877551,56.9233
B,160.897959,161,1.0,0.897959,57.17168
B,160.918367,161,1.0,0.918367,57.43757
B,160.938776,161,1.0,0.938776,57.72178
B,160.959184,161,1.0,0.959184,58.02514
B,160.979592,161,1.0,0.979592,58.34849
B,161.0,161,1.0,1.0,58.69269
B,161.0,162,-1.0,0.0,-45.60908
B,161.020408,162,-1.0,0.020408,-47.71246
B,161.040816,162,-1.0,0.040816,-49.34225
B,161.061224,162,-1.0,0.061224,-50.60512
B,161.081633,162,-1.0,0.081633,-51.58373
B,161.102041,162,-1.0,0.102041,-52.34217
B,161.122449,162,-1.0,0.122449,-52.93013
B,161.142857,162,-1.0,0.142857,-53.38615
B,161.163265,162,-1.0,0.163265,-53.74013
B,161.183673,162,-1.0,0.183673,-54.01529
B,161.204082,162,-1.0,0.204082,-54.22966
B,161.22449,162,-1.0,0.22449,-54.39727
B,161.244898,162,-1.0,0.244898,-54.52904
B,161.265306,162,-1.0,0.265306,-54.63351
B,161.285714,162,-1.0,0.285714,-54.71735
B,161.306122,162,-1.0,0.306122,-54.7858
B,161.326531,162,-1.0,0.326531,-54.84299
B,161.346939,162,-1.0,0.346939,-54.89221
B,161.367347,162,-1.0,0.367347,-54.93608
B,161.387755,162,-1.0,0.387755,-54.97672
B,161.408163,162,-1.0,0.408163,-55.01587
B,161.428571,162,-1.0,0.428571,-55.05496
B,161.44898,162,-1.0,0.44898,-55.09521
B,161.469388,162,-1.0,0.469388,-55.13766
B,161.489796,162,-1.0,0.489796,-55.18321
B,161.510204,162,-1.0,0.510204,-55.2327
B,161.530612,162,-1.0,0.530612,-55.28687
B,161.55102,162,-1.0,0.55102,-55.34643
B,161.571429,162,-1.0,0.571429,-55.41203
B,161.591837,162,-1.0,0.591837,-55.48433
B,161.612245,162,-1.0,0.612245,-55.56395
B,161.632653,162,-1.0,0.632653,-55.65151
B,161.653061,162,-1.0,0.653061,-55.74765
B,161.673469,162,-1.0,0.673469,-55.85298
B,161.693878,162,-1.0,0.693878,-55.96815
B,161.714286,162,-1.0,0.714286,-56.09379
B,161.734694,162,-1.0,0.734694,-56.23056
B,161.755102,162,-1.0,0.755102,-56.37913
B,161.77551,162,-1.0,0.77551,-56.54018
B,161.795918,162,-1.0,0.795918,-56.71441
B,161.816327,162,-1.0,0.816327,-56.90253
B,161.836735,162,-1.0,0.836735,-57.10527
B,161.857143,162,-1.0,0.857143,-57.32337
B,161.877551,162,-1.0,0.877551,-57.55761
B,161.897959,162,-1.0,0.897959,-57.80875
B,161.918367,162,-1.0,0.918367,-58.07761
B,161.938776,162,-1.0,0.938776,-58.36499
B,161.959184,162,-1.0,0.959184,-58.67173
B,161.979592,162,-1.0,0.979592,-58.99868
B,162.0,162,-1.0,1.0,-59.34672
B,162.0,163,1.0,0.0,45.72376
B,162.020408,163,1.0,0.020408,47.83243
B,162.040816,163,1.0,0.040816,49.46632
B,162.061224,163,1.0,0.061224,50.73236
B,162.081633,163,1.0,0.081633,51.71343
B,162.102041,163,1.0,0.102041,52.47378
B,162.122449,163,1.0,0.122449,53.06322
B,162.142857,163,1.0,0.142857,53.52038
B,162.163265,163,1.0,0.163265,53.87526
B,162.183673,163,1.0,0.183673,54.15111
B,162.204082,163,1.0,0.204082,54.36601
B,162.22449,163,1.0,0.22449,54.53404
B,162.244898,163,1.0,0.244898,54.66615
B,162.265306,163,1.0,0.265306,54.77088
B,162.285714,163,1.0,0.285714,54.85493
B,162.306122,163,1.0,0.306122,54.92355
B,162.326531,163,1.0,0.326531,54.98088
B,162.346939,163,1.0,0.346939,55.03023
B,162.367347,163,1.0,0.367347,55.07421
B,162.387755,163,1.0,0.387755,55.11495
B,162.408163,163,1.0,0.408163,55.1542
B,162.428571,163,1.0,0.428571,55.19339
B,162.44898,163,1.0,0.44898,55.23374
B,162.469388,163,1.0,0.469388,55.27629
B,162.489796,163,1.0,0.489796,55.32196
B,162.510204,163,1.0,0.510204,55.37158
B,162.530612,163,1.0,0.530612,55.42589
B,162.55102,163,1.0,0.55102,55.48559
B,162.571429,163,1.0,0.571429,55.55136
B,162.591837,163,1.0,0.591837,55.62383
B,162.612245,163,1.0,0.612245,55.70365
B,162.632653,163,1.0,0.632653,55.79144
B,162.653061,163,1.0,0.653061,55.88782
B,162.673469,163,1.0,0.673469,55.99342
B,162.693878,163,1.0,0.693878,56.10887
B,162.714286,163,1.0,0.714286,56.23483
B,162.734694,163,1.0,0.734694,56.37195
B,162.755102,163,1.0,0.755102,56.52089
B,162.77551,163,1.0,0.77551,56.68234
B,162.795918,163,1.0,0.795918,56.85701
B,162.816327,163,1.0,0.816327,57.0456
B,162.836735,163,1.0,0.836735,57.24885
B,162.857143,163,1.0,0.857143,57.4675
B,162.877551,163,1.0,0.877551,57.70233
B,162.897959,163,1.0,0.897959,57.95411
B,162.918367,163,1.0,0.918367,58.22364
B,162.938776,163,1.0,0.938776,58.51174
B,162.959184,163,1.0,0.959184,58.81925
B,162.979592,163,1.0,0.979592,59.14703
B,163.0,163,1.0,1.0,59.49594
B,163.0,164,-1.0,0.0,-45.64177
B,163.020408,164,-1.0,0.020408,-47.74666
B,163.040816,164,-1.0,0.040816,-49.37762
B,163.061224,164,-1.0,0.061224,-50.64138
B,163.081633,164,-1.0,0.081633,-51.6207
B,163.102041,164,-1.0,0.102041,-52.37968
B,163.122449,164,-1.0,0.122449,-52.96806
B,163.142857,164,-1.0,0.142857,-53.42441
B,163.163265,164,-1.0,0.163265,-53.77865
B,163.183673,164,-1.0,0.183673,-54.054
B,163.204082,164,-1.0,0.204082,-54.26852
B,163.22449,164,-1.0,0.22449,-54.43625
B,163.244898,164,-1.0,0.244898,-54.56812
B,163.265306,164,-1.0,0.265306,-54.67266
B,163.285714,164,-1.0,0.285714,-54.75656
B,163.306122,164,-1.0,0.306122,-54.82506
B,163.326531,164,-1.0,0.326531,-54.88229
B,163.346939,164,-1.0,0.346939,-54.93155
B,163.367347,164,-1.0,0.367347,-54.97545
B,163.387755,164,-1.0,0.387755,-55.01612
B,163.408163,164,-1.0,0.408163,-55.0553
B,163.428571,164,-1.0,0.428571,-55.09442
B,163.44898,164,-1.0,0.44898,-55.13469
B,163.469388,164,-1.0,0.469388,-55.17717
B,163.489796,164,-1.0,0.489796,-55.22276
B,163.510204,164,-1.0,0.510204,-55.27229
B,163.530612,164,-1.0,0.530612,-55.3265
B,163.55102,164,-1.0,0.55102,-55.38609
B,163.571429,164,-1.0,0.571429,-55.45174
B,163.591837,164,-1.0,0.591837,-55.52409
B,163.612245,164,-1.0,0.612245,-55.60377
B,163.632653,164,-1.0,0.632653,-55.69139
B,163.653061,164,-1.0,0.653061,-55.7876
B,163.673469,164,-1.0,0.673469,-55.89301
B,163.693878,164,-1.0,0.693878,-56.00826
B,163.714286,164,-1.0,0.714286,-56.13399
B,163.734694,164,-1.0,0.734694,-56.27086
B,163.755102,164,-1.0,0.755102,-56.41954
B,163.77551,164,-1.0,0.77551,-56.5807
B,163.795918,164,-1.0,0.795918,-56.75505
B,163.816327,164,-1.0,0.816327,-56.94331
B,163.836735,164,-1.0,0.836735,-57.14619
B,163.857143,164,-1.0,0.857143,-57.36445
B,163.877551,164,-1.0,0.877551,-57.59886
B,163.897959,164,-1.0,0.897959,-57.85018
B,163.918367,164,-1.0,0.918367,-58.11923
B,163.938776,164,-1.0,0.938776,-58.40682
B,163.959184,164,-1.0,0.959184,-58.71378
B,163.979592,164,-1.0,0.979592,-59.04097
B,164.0,164,-1.0,1.0,-59.38925
B,164.0,165,1.0,0.0,45.36612
B,164.020408,165,1.0,0.020408,47.4583
B,164.040816,165,1.0,0.040816,49.07941
B,164.061224,165,1.0,0.061224,50.33555
B,164.081633,165,1.0,0.081633,51.30894
B,164.102041,165,1.0,0.102041,52.06334
B,164.122449,165,1.0,0.122449,52.64817
B,164.142857,165,1.0,0.142857,53.10177
B,164.163265,165,1.0,0.163265,53.45386
B,164.183673,165,1.0,0.183673,53.72755
B,164.204082,165,1.0,0.204082,53.94078
B,164.22449,165,1.0,0.22449,54.10749
B,164.244898,165,1.0,0.244898,54.23857
B,164.265306,165,1.0,0.265306,54.34248
B,164.285714,165,1.0,0.285714,54.42587
B,164.306122,165,1.0,0.306122,54.49395
B,164.326531,165,1.0,0.326531,54.55084
B,164.346939,165,1.0,0.346939,54.5998
B,164.367347,165,1.0,0.367347,54.64344
B,164.387755,165,1.0,0.387755,54.68386
B,164.408163,165,1.0,0.408163,54.7228
B,164.428571,165,1.0,0.428571,54.76169
B,164.44898,165,1.0,0.44898,54.80172
B,164.469388,165,1.0,0.469388,54.84394
B,164.489796,165,1.0,0.489796,54.88926
B,164.510204,165,1.0,0.510204,54.93848
B,164.530612,165,1.0,0.530612,54.99236
B,164.55102,165,1.0,0.55102,55.0516
B,164.571429,165,1.0,0.571429,55.11685
B,164.591837,165,1.0,0.591837,55.18876
B,164.612245,165,1.0,0.612245,55.26796
B,164.632653,165,1.0,0.632653,55.35506
B,164.653061,165,1.0,0.653061,55.45068
B,164.673469,165,1.0,0.673469,55.55546
B,164.693878,165,1.0,0.693878,55.67001
B,164.714286,165,1.0,0.714286,55.79498
B,164.734694,165,1.0,0.734694,55.93102
B,164.755102,165,1.0,0.755102,56.0788
B,164.77551,165,1.0,0.77551,56.23899
B,164.795918,165,1.0,0.795918,56.41229
B,164.816327,165,1.0,0.816327,56.59941
B,164.836735,165,1.0,0.836735,56.80107
B,164.857143,165,1.0,0.857143,57.01801
B,164.877551,165,1.0,0.877551,57.251
B,164.897959,165,1.0,0.897959,57.50081
B,164.918367,165,1.0,0.918367,57.76823
B,164.938776,165,1.0,0.938776,58.05408
B,164.959184,165,1.0,0.959184,58.35919
B,164.979592,165,1.0,0.979592,58.6844
B,165.0,165,1.0,1.0,59.03058
B,165.0,166,-1.0,0.0,-45.52392
B,165.020408,166,-1.0,0.020408,-47.62337
B,165.040816,166,-1.0,0.040816,-49.25012
B,165.061224,166,-1.0,0.061224,-50.51063
B,165.081633,166,-1.0,0.081633,-51.48741
B,165.102041,166,-1.0,0.102041,-52.24443
B,165.122449,166,-1.0,0.122449,-52.8313
B,165.142857,166,-1.0,0.142857,-53.28647
B,165.163265,166,-1.0,0.163265,-53.63979
B,165.183673,166,-1.0,0.183673,-53.91443
B,165.204082,166,-1.0,0.204082,-54.1284
B,165.22449,166,-1.0,0.22449,-54.29569
B,165.244898,166,-1.0,0.244898,-54.42722
B,165.265306,166,-1.0,0.265306,-54.5315
B,165.285714,166,-1.0,0.285714,-54.61518
B,165.306122,166,-1.0,0.306122,-54.6835
B,165.326531,166,-1.0,0.326531,-54.74058
B,165.346939,166,-1.0,0.346939,-54.78971
B,165.367347,166,-1.0,0.367347,-54.8335
B,165.387755,166,-1.0,0.387755,-54.87407
B,165.408163,166,-1.0,0.408163,-54.91315
B,165.428571,166,-1.0,0.428571,-54.95216
B,165.44898,166,-1.0,0.44898,-54.99234
B,165.469388,166,-1.0,0.469388,-55.0347
B,165.489796,166,-1.0,0.489796,-55.08017
B,165.510204,166,-1.0,0.510204,-55.12957
B,165.530612,166,-1.0,0.530612,-55.18364
B,165.55102,166,-1.0,0.55102,-55.24308
B,165.571429,166,-1.0,0.571429,-55.30856
B,165.591837,166,-1.0,0.591837,-55.38073
B,165.612245,166,-1.0,0.612245,-55.4602
B,165.632653,166,-1.0,0.632653,-55.5476
B,165.653061,166,-1.0,0.653061,-55.64355
B,165.673469,166,-1.0,0.673469,-55.74869
B,165.693878,166,-1.0,0.693878,-55.86364
B,165.714286,166,-1.0,0.714286,-55.98905
B,165.734694,166,-1.0,0.734694,-56.12557
B,165.755102,166,-1.0,0.755102,-56.27386
B,165.77551,166,-1.0,0.77551,-56.43461
B,165.795918,166,-1.0,0.795918,-56.60851
B,165.816327,166,-1.0,0.816327,-56.79628
B,165.836735,166,-1.0,0.836735,-56.99864
B,165.857143,166,-1.0,0.857143,-57.21634
B,165.877551,166,-1.0,0.877551,-57.45014
B,165.897959,166,-1.0,0.897959,-57.70081
B,165.918367,166,-1.0,0.918367,-57.96917
B,165.938776,166,-1.0,0.938776,-58.25601
B,165.959184,166,-1.0,0.959184,-58.56218
B,165.979592,166,-1.0,0.979592,-58.88852
B,166.0,166,-1.0,1.0,-59.23591
B,166.0,167,1.0,0.0,45.4925
B,166.020408,167,1.0,0.020408,47.59051
B,166.040816,167,1.0,0.040816,49.21614
B,166.061224,167,1.0,0.061224,50.47577
B,166.081633,167,1.0,0.081633,51.45188
B,166.102041,167,1.0,0.102041,52.20838
B,166.122449,167,1.0,0.122449,52.79484
B,166.142857,167,1.0,0.142857,53.2497
B,166.163265,167,1.0,0.163265,53.60277
B,166.183673,167,1.0,0.183673,53.87723
B,166.204082,167,1.0,0.204082,54.09105
B,166.22449,167,1.0,0.22449,54.25823
B,166.244898,167,1.0,0.244898,54.38966
B,166.265306,167,1.0,0.265306,54.49387
B,166.285714,167,1.0,0.285714,54.57749
B,166.306122,167,1.0,0.306122,54.64576
B,166.326531,167,1.0,0.326531,54.70281
B,166.346939,167,1.0,0.346939,54.7519
B,166.367347,167,1.0,0.367347,54.79566
B,166.387755,167,1.0,0.387755,54.8362
B,166.408163,167,1.0,0.408163,54.87525
B,166.428571,167,1.0,0.428571,54.91424
B,166.44898,167,1.0,0.44898,54.95439
B,166.469388,167,1.0,0.469388,54.99672
B,166.489796,167,1.0,0.489796,55.04216
B,166.510204,167,1.0,0.510204,55.09153
B,166.530612,167,1.0,0.530612,55.14556
B,166.55102,167,1.0,0.55102,55.20496
B,166.571429,167,1.0,0.571429,55.2704
B,166.591837,167,1.0,0.591837,55.34251
B,166.612245,167,1.0,0.612245,55.42192
B,166.632653,167,1.0,0.632653,55.50927
B,166.653061,167,1.0,0.653061,55.60516
B,166.673469,167,1.0,0.673469,55.71022
B,166.693878,167,1.0,0.693878,55.82509
B,166.714286,167,1.0,0.714286,55.95041
B,166.734694,167,1.0,0.734694,56.08684
B,166.755102,167,1.0,0.755102,56.23503
B,166.77551,167,1.0,0.77551,56.39566
B,166.795918,167,1.0,0.795918,56.56945
B,166.816327,167,1.0,0.816327,56.75708
B,166.836735,167,1.0,0.836735,56.9593
B,166.857143,167,1.0,0.857143,57.17685
B,166.877551,167,1.0,0.877551,57.41049
B,166.897959,167,1.0,0.897959,57.66099
B,166.918367,167,1.0,0.918367,57.92916
B,166.938776,167,1.0,0.938776,58.21581
B,166.959184,167,1.0,0.959184,58.52177
B,166.979592,167,1.0,0.979592,58.84788
B,167.0,167,1.0,1.0,59.19503
B,167.0,168,-1.0,0.0,-45.394
B,167.020408,168,-1.0,0.020408,-47.48747
B,167.040816,168,-1.0,0.040816,-49.10957
B,167.061224,168,-1.0,0.061224,-50.36648
B,167.081633,168,-1.0,0.081633,-51.34048
B,167.102041,168,-1.0,0.102041,-52.09534
B,167.122449,168,-1.0,0.122449,-52.68053
B,167.142857,168,-1.0,0.142857,-53.1344
B,167.163265,168,-1.0,0.163265,-53.48671
B,167.183673,168,-1.0,0.183673,-53.76057
B,167.204082,168,-1.0,0.204082,-53.97393
B,167.22449,168,-1.0,0.22449,-54.14075
B,167.244898,168,-1.0,0.244898,-54.2719
B,167.265306,168,-1.0,0.265306,-54.37588
B,167.285714,168,-1.0,0.285714,-54.45932
B,167.306122,168,-1.0,0.306122,-54.52744
B,167.326531,168,-1.0,0.326531,-54.58437
B,167.346939,168,-1.0,0.346939,-54.63335
B,167.367347,168,-1.0,0.367347,-54.67702
B,167.387755,168,-1.0,0.387755,-54.71747
B,167.408163,168,-1.0,0.408163,-54.75644
B,167.428571,168,-1.0,0.428571,-54.79534
B,167.44898,168,-1.0,0.44898,-54.8354
B,167.469388,168,-1.0,0.469388,-54.87764
B,167.489796,168,-1.0,0.489796,-54.92299
B,167.510204,168,-1.0,0.510204,-54.97224
B,167.530612,168,-1.0,0.530612,-55.02616
B,167.55102,168,-1.0,0.55102,-55.08543
B,167.571429,168,-1.0,0.571429,-55.15073
B,167.591837,168,-1.0,0.591837,-55.22268
B,167.612245,168,-1.0,0.612245,-55.30192
B,167.632653,168,-1.0,0.632653,-55.38908
B,167.653061,168,-1.0,0.653061,-55.48476
B,167.673469,168,-1.0,0.673469,-55.5896
B,167.693878,168,-1.0,0.693878,-55.70422
B,167.714286,168,-1.0,0.714286,-55.82927
B,167.734694,168,-1.0,0.734694,-55.9654
B,167.755102,168,-1.0,0.755102,-56.11327
B,167.77551,168,-1.0,0.77551,-56.27356
B,167.795918,168,-1.0,0.795918,-56.44696
B,167.816327,168,-1.0,0.816327,-56.63419
B,167.836735,168,-1.0,0.836735,-56.83598
B,167.857143,168,-1.0,0.857143,-57.05305
B,167.877551,168,-1.0,0.877551,-57.28618
B,167.897959,168,-1.0,0.897959,-57.53615
B,167.918367,168,-1.0,0.918367,-57.80373
B,167.938776,168,-1.0,0.938776,-58.08976
B,167.959184,168,-1.0,0.959184,-58.39505
B,167.979592,168,-1.0,0.979592,-58.72047
B,168.0,168,-1.0,1.0,-59.06686
B,168.0,169,1.0,0.0,45.70538
B,168.020408,169,1.0,0.020408,47.81321
B,168.040816,169,1.0,0.040816,49.44644
B,168.061224,169,1.0,0.061224,50.71197
B,168.081633,169,1.0,0.081633,51.69264
B,168.102041,169,1.0,0.102041,52.45269
B,168.122449,169,1.0,0.122449,53.04189
B,168.142857,169,1.0,0.142857,53.49887
B,168.163265,169,1.0,0.163265,53.8536
B,168.183673,169,1.0,0.183673,54.12934
B,168.204082,169,1.0,0.204082,54.34416
B,168.22449,169,1.0,0.22449,54.51212
B,168.244898,169,1.0,0.244898,54.64418
B,168.265306,169,1.0,0.265306,54.74887
B,168.285714,169,1.0,0.285714,54.83288
B,168.306122,169,1.0,0.306122,54.90147
B,168.326531,169,1.0,0.326531,54.95879
B,168.346939,169,1.0,0.346939,55.00811
B,168.367347,169,1.0,0.367347,55.05207
B,168.387755,169,1.0,0.387755,55.0928
B,168.408163,169,1.0,0.408163,55.13204
B,168.428571,169,1.0,0.428571,55.17121
B,168.44898,169,1.0,0.44898,55.21154
B,168.469388,169,1.0,0.469388,55.25408
B,168.489796,169,1.0,0.489796,55.29973
B,168.510204,169,1.0,0.510204,55.34932
B,168.530612,169,1.0,0.530612,55.40361
B,168.55102,169,1.0,0.55102,55.46329
B,168.571429,169,1.0,0.571429,55.52903
B,168.591837,169,1.0,0.591837,55.60148
B,168.612245,169,1.0,0.612245,55.68127
B,168.632653,169,1.0,0.632653,55.76902
B,168.653061,169,1.0,0.653061,55.86536
B,168.673469,169,1.0,0.673469,55.97091
B,168.693878,169,1.0,0.693878,56.08632
B,168.714286,169,1.0,0.714286,56.21223
B,168.734694,169,1.0,0.734694,56.34929
B,168.755102,169,1.0,0.755102,56.49817
B,168.77551,169,1.0,0.77551,56.65956
B,168.795918,169,1.0,0.795918,56.83416
B,168.816327,169,1.0,0.816327,57.02268
B,168.836735,169,1.0,0.836735,57.22584
B,168.857143,169,1.0,0.857143,57.44441
B,168.877551,169,1.0,0.877551,57.67914
B,168.897959,169,1.0,0.897959,57.93081
B,168.918367,169,1.0,0.918367,58.20024
B,168.938776,169,1.0,0.938776,58.48823
B,168.959184,169,1.0,0.959184,58.79561
B,168.979592,169,1.0,0.979592,59.12326
B,169.0,169,1.0,1.0,59.47203
B,169.0,170,-1.0,0.0,-46.225
B,169.020408,170,-1.0,0.020408,-48.35679
B,169.040816,170,-1.0,0.040816,-50.00859
B,169.061224,170,-1.0,0.061224,-51.28851
B,169.081633,170,-1.0,0.081633,-52.28034
B,169.102041,170,-1.0,0.102041,-53.04902
B,169.122449,170,-1.0,0.122449,-53.64492
B,169.142857,170,-1.0,0.142857,-54.1071
B,169.163265,170,-1.0,0.163265,-54.46586
B,169.183673,170,-1.0,0.183673,-54.74474
B,169.204082,170,-1.0,0.204082,-54.962
B,169.22449,170,-1.0,0.22449,-55.13187
B,169.244898,170,-1.0,0.244898,-55.26542
B,169.265306,170,-1.0,0.265306,-55.3713
B,169.285714,170,-1.0,0.285714,-55.45627
B,169.306122,170,-1.0,0.306122,-55.52565
B,169.326531,170,-1.0,0.326531,-55.58361
B,169.346939,170,-1.0,0.346939,-55.6335
B,169.367347,170,-1.0,0.367347,-55.67796
B,169.387755,170,-1.0,0.387755,-55.71915
B,169.408163,170,-1.0,0.408163,-55.75883
B,169.428571,170,-1.0,0.428571,-55.79845
B,169.44898,170,-1.0,0.44898,-55.83924
B,169.469388,170,-1.0,0.469388,-55.88226
B,169.489796,170,-1.0,0.489796,-55.92843
B,169.510204,170,-1.0,0.510204,-55.97859
B,169.530612,170,-1.0,0.530612,-56.03349
B,169.55102,170,-1.0,0.55102,-56.09385
B,169.571429,170,-1.0,0.571429,-56.16034
B,169.591837,170,-1.0,0.591837,-56.23361
B,169.612245,170,-1.0,0.612245,-56.31431
B,169.632653,170,-1.0,0.632653,-56.40305
B,169.653061,170,-1.0,0.653061,-56.50049
B,169.673469,170,-1.0,0.673469,-56.60725
B,169.693878,170,-1.0,0.693878,-56.72397
B,169.714286,170,-1.0,0.714286,-56.8513
B,169.734694,170,-1.0,0.734694,-56.98992
B,169.755102,170,-1.0,0.755102,-57.1405
B,169.77551,170,-1.0,0.77551,-57.30373
B,169.795918,170,-1.0,0.795918,-57.48031
B,169.816327,170,-1.0,0.816327,-57.67096
B,169.836735,170,-1.0,0.836735,-57.87644
B,169.857143,170,-1.0,0.857143,-58.09749
B,169.877551,170,-1.0,0.877551,-58.33489
B,169.897959,170,-1.0,0.897959,-58.58943
B,169.918367,170,-1.0,0.918367,-58.86192
B,169.938776,170,-1.0,0.938776,-59.15318
B,169.959184,170,-1.0,0.959184,-59.46406
B,169.979592,170,-1.0,0.979592,-59.79543
B,170.0,170,-1.0,1.0,-60.14816
B,170.0,171,1.0,0.0,46.13348
B,170.020408,171,1.0,0.020408,48.26105
B,170.040816,171,1.0,0.040816,49.90958
B,170.061224,171,1.0,0.061224,51.18697
B,170.081633,171,1.0,0.081633,52.17683
B,170.102041,171,1.0,0.102041,52.94399
B,170.122449,171,1.0,0.122449,53.53871
B,170.142857,171,1.0,0.142857,53.99998
B,170.163265,171,1.0,0.163265,54.35803
B,170.183673,171,1.0,0.183673,54.63635
B,170.204082,171,1.0,0.204082,54.85318
B,170.22449,171,1.0,0.22449,55.02272
B,170.244898,171,1.0,0.244898,55.156
B,170.265306,171,1.0,0.265306,55.26167
B,170.285714,171,1.0,0.285714,55.34648
B,170.306122,171,1.0,0.306122,55.41571
B,170.326531,171,1.0,0.326531,55.47356
B,170.346939,171,1.0,0.346939,55.52335
B,170.367347,171,1.0,0.367347,55.56772
B,170.387755,171,1.0,0.387755,55.60884
